time,GlucoseGA3P,GA3PDHAP,DHAPG3P,G3PGlycerol,GA3PPyruvate,PyruvateAlphaAcetolactate,AlphaAcetolactateDiacetyl,DiacetylAcetoin,AcetoinBDO,PyruvateAcetylaldehyde,AcetylaldehydeAcetoin,AcetylaldehydeAcetate,AcetateEthanol,Glucose,GA3P,DHAP,G3P,Glycerol,Pyruvate,AlphaAcetolactate,Diacetyl,Acetoin,BDO,Acetylaldehyde,Acetate,Ethanol
71.0,1e-06,1e-06,1e-06,1e-06,1e-07,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.000946222237998,1.66666666667e+99,0.0,0.0,0.0,1.66666666667e+99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72.0,1e-06,1e-06,1e-06,1e-06,1e-07,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.000945471482948,1.66666666667e+99,0.0,0.0,0.0,1.66666666667e+99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73.0,1e-06,1e-06,1e-06,1e-06,1e-07,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.000944720917173,1.66666666667e+99,0.0,0.0,0.0,1.66666666667e+99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74.0,1e-06,1e-06,1e-06,1e-06,1e-07,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.000943970540831,1.66666666667e+99,0.0,0.0,0.0,1.66666666667e+99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75.0,1e-06,1e-06,1e-06,1e-06,1e-07,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.000943220354079,1.66666666667e+99,0.0,0.0,0.0,1.66666666667e+99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76.0,1e-06,1e-06,1e-06,1e-06,1e-07,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.000942470357075,1.66666666667e+99,0.0,0.0,0.0,1.66666666667e+99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77.0,1e-06,1e-06,1e-06,1e-06,1e-07,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.000941720549977,1.66666666667e+99,0.0,0.0,0.0,1.66666666667e+99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78.0,1e-06,1e-06,1e-06,1e-06,1e-07,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.000940970932942,1.66666666667e+99,0.0,0.0,0.0,1.66666666667e+99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79.0,1e-06,1e-06,1e-06,1e-06,1e-07,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.00094022150613,1.66666666667e+99,0.0,0.0,0.0,1.66666666667e+99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80.0,1e-06,1e-06,1e-06,1e-06,1e-07,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.000939472269698,1.66666666667e+99,0.0,0.0,0.0,1.66666666667e+99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
